depth_cm,unit,min_Sh20_age_BP,max_Sh20_age_BP,median_Sh20_age_BP,mean_Sh20_age_BP,Si_pc_TSN,K_pc_TSN,Ca_pc_TSN,Ti_pc_TSN,Mn_pc_TSN,Fe_pc_TSN,Zn_pc_TSN,Br_pc_TSN,Rb_pc_TSN,Sr_pc_TSN,Zr_pc_TSN,Mo_inc_pc_TSN,Mo_coh_pc_TSN,SUM_pc_TSN,Mo_inc_coh_ratio
37.28,5,1815.08,2542.43,1964.5,1993.99,0.07,0.131,2.714,1.997,1.279,72.522,0.145,0.202,0.06,1.794,0.644,12.818,3.985,98.364,3.216792657
37.3,5,1818.95,2547.02,1973.56,2001.92,0.05,0.1,2.629,2.012,1.298,72.405,0.13,0.099,0,1.968,0.552,12.756,4.15,98.152,3.073305307
37.32,5,1823.93,2551.29,1982.65,2009.86,0.04,0.103,2.653,1.946,1.185,73.108,0.139,0.095,0.141,1.836,0.513,12.749,3.96,98.468,3.219591837
37.34,5,1828.57,2555.55,1991.56,2017.79,0.09,0.092,2.877,2.061,1.18,73.015,0.183,0.136,0,1.8,0.605,12.59,3.911,98.539,3.219170558
37.36,5,1834.02,2559.79,2000.62,2025.72,0.07,0.112,2.566,2.035,1.144,72.407,0.101,0.099,0.173,1.944,0.6,12.86,4.185,98.295,3.073112583
37.38,5,1840.63,2563.89,2009.53,2033.66,0.07,0.1,2.685,1.961,1.26,72.472,0.1,0.158,0.032,2.063,0.431,12.834,4.224,98.395,3.038271284
37.4,5,1845,2568.37,2018.38,2041.59,0.06,0.122,2.778,1.982,1.173,72.93,0.112,0.178,0.137,1.786,0.467,12.689,4.05,98.466,3.133386581
37.42,5,1849.34,2572.84,2026.94,2049.53,0.05,0.092,2.906,1.88,1.2,72.461,0.078,0.139,0.149,1.895,0.538,12.787,4.155,98.333,3.077747989
37.44,5,1851.85,2577.32,2035.2,2057.46,0.07,0.106,2.936,1.951,1.154,71.769,0.038,0.085,0.053,2.241,0.514,13.496,4.075,98.492,3.311830986
37.46,5,1855.27,2581.8,2044.39,2065.39,0.07,0.106,2.644,1.836,1.237,71.437,0.169,0.222,0,2.255,0.471,13.515,4.325,98.285,3.124835742
37.48,5,1859.51,2586.27,2053.28,2073.33,0.1,0.129,2.609,1.75,1.332,72.314,0.076,0.127,0.055,2.176,0.532,13.052,4.202,98.457,3.106213489
37.5,5,1863.86,2590.75,2062.72,2081.26,0.12,0.152,2.554,1.714,1.368,72.465,0.08,0,0.123,1.949,0.472,13.3,4.14,98.435,3.212742981
37.52,5,1866.82,2595.23,2071.69,2089.19,0.12,0.156,2.681,1.714,1.382,71.705,0.023,0.082,0.085,2.095,0.421,13.578,4.3,98.338,3.157838701
37.54,5,1870.68,2599.7,2080.44,2097.13,0.11,0.141,2.618,1.627,1.565,71.46,0.085,0.149,0.083,2.226,0.549,13.469,4.302,98.387,3.130695771
37.56,5,1873.82,2604.18,2090.04,2105.06,0.11,0.115,2.369,1.51,1.636,71.85,0.031,0.24,0.123,2.268,0.601,13.582,4.322,98.758,3.142404227
37.58,5,1877.44,2608.66,2099.01,2113,0.12,0.136,2.234,1.467,1.779,71.704,0.032,0.136,0.147,2.039,0.493,13.883,4.331,98.507,3.205530444
37.6,5,1879.35,2613.13,2108.18,2120.93,0.1,0.083,2.415,1.413,1.852,70.899,0.079,0.123,0.071,2.273,0.598,13.982,4.34,98.227,3.221652268
37.62,5,1881.27,2617.61,2117.21,2128.86,0.14,0.086,2.259,1.372,1.874,70.338,0.057,0.055,0,2.462,0.402,14.21,4.653,97.911,3.053951368
37.64,5,1883.26,2622.09,2126.08,2136.8,0.12,0.095,2.282,1.276,1.831,70.402,0.074,0.144,0.081,2.46,0.694,14.027,4.583,98.071,3.06075
37.66,5,1885.72,2626.99,2135.33,2144.73,0.1,0.094,2.274,1.294,1.954,71.595,0.085,0.073,0.061,2.233,0.415,13.881,4.315,98.373,3.217311234
37.68,5,1888.37,2633.82,2144.28,2152.66,0.11,0.101,2.463,1.278,2.01,71.481,0.12,0.082,0.149,2.184,0.425,13.6,4.349,98.35,3.126760563
37.7,5,1891.46,2640.66,2153.44,2160.6,0.12,0.137,2.352,1.334,1.895,71.502,0.142,0.14,0.022,2.254,0.321,13.684,4.326,98.236,3.163135052
37.72,5,1894.03,2647.5,2162.18,2168.53,0.13,0.13,2.481,1.266,1.874,72.779,0.052,0.203,0.09,2.018,0.419,13.353,4.025,98.821,3.317702845
37.74,5,1896.6,2654.33,2171.31,2176.47,0.11,0.125,2.432,1.262,1.884,72.944,0.104,0.151,0.053,2.023,0.379,13.166,4.039,98.673,3.25994898
37.76,5,1900.14,2661.17,2180.71,2184.4,0.16,0.117,2.444,1.289,2.026,71.997,0,0.258,0.049,2.22,0.328,13.45,4.148,98.49,3.242484472
37.78,5,1902.24,2668.01,2190.15,2192.33,0.12,0.09,2.356,1.279,2.112,72.215,0.088,0.141,0.02,2.008,0.462,13.362,4.146,98.395,3.222779729
37.8,5,1904.57,2674.84,2198.94,2200.27,0.11,0.119,2.299,1.159,2.084,71.686,0.151,0.147,0.065,2.011,0.43,13.668,4.082,98.007,3.348449309
37.82,5,1906.18,2681.68,2208.44,2208.2,0.1,0.133,2.233,1.185,1.971,71.408,0.079,0.147,0.011,2.018,0.356,14.174,4.416,98.235,3.20998782
37.84,5,1907.91,2688.52,2217.86,2216.13,0.14,0.105,2.187,1.209,2.088,71.416,0,0.242,0,2.001,0.375,14.467,4.33,98.562,3.340822058
37.86,5,1910.95,2695.35,2227.49,2224.07,0.11,0.113,2.193,1.135,2.123,71.225,0.113,0.143,0.083,1.8,0.506,14.57,4.275,98.388,3.407871199
37.88,5,1914.71,2702.19,2236.48,2232,0.09,0.116,2.16,1.272,2.05,71.607,0.037,0.222,0.038,1.974,0.44,14.121,4.211,98.343,3.353702745
37.9,5,1917.82,2709.02,2246.02,2239.94,0.07,0.096,2.176,1.15,2.318,71.999,0.097,0.105,0.113,1.908,0.328,14.082,4.095,98.541,3.438591776
37.92,5,1920.47,2715.55,2255.64,2247.87,0.12,0.112,2.09,1.103,2.14,72.069,0.125,0.12,0.078,1.709,0.553,13.556,4.132,97.909,3.280756281
37.94,5,1923.76,2721.4,2264.8,2255.8,0.12,0.129,2.134,1.042,2.008,73.19,0.235,0.166,0.011,1.983,0.397,13.245,3.916,98.575,3.382709541
37.96,5,1927,2726.9,2273.86,2263.74,0.09,0.128,2.125,1.107,1.977,73.217,0.165,0.05,0.058,1.805,0.404,13.33,4.009,98.467,3.324986821
37.98,5,1928.99,2733.37,2283.37,2271.67,0.12,0.114,2.127,1.094,2.034,73.053,0.013,0.106,0,1.99,0.365,13.297,4.104,98.412,3.240425532
38,5,1931.99,2737.33,2292.76,2279.6,0.07,0.101,2.285,1.17,2.089,71.124,0.053,0.198,0,2.125,0.5,14.293,4.161,98.172,3.435300637
38.02,5,1935.31,2743.37,2301.72,2287.54,0.12,0.143,2.341,1.093,2.424,70.681,0.136,0.108,0.136,1.977,0.294,14.072,4.352,97.879,3.233412012
38.04,5,1937.8,2749.45,2310.88,2295.47,0.08,0.115,2.536,1.144,3.255,70.361,0.067,0.061,0,2.025,0.339,13.929,4.21,98.122,3.308569839
38.06,5,1940.3,2753.98,2319.25,2303.41,0.09,0.104,2.33,1.133,2.955,70.679,0.115,0.144,0.051,2.168,0.408,13.889,4.202,98.274,3.305113636
38.08,5,1942.82,2758.51,2327.92,2311.34,0.08,0.121,2.749,1.131,1.99,70.668,0.084,0.126,0.098,2.222,0.373,14.256,4.402,98.298,3.238642737
38.1,5,1945.45,2763.38,2336.61,2319.27,0.1,0.149,2.807,1.273,1.925,69.863,0.048,0.072,0.149,2.568,0.502,14.294,4.584,98.33,3.118066996
38.12,5,1948.15,2770.08,2345.23,2327.21,0.07,0.146,2.965,1.237,1.71,70.194,0.087,0.034,0,2.621,0.478,14.25,4.541,98.336,3.138236107
38.14,5,1951.51,2776.21,2354.55,2335.14,0.12,0.148,3.06,1.183,1.773,69.748,0.127,0.131,0.059,2.788,0.358,14.308,4.715,98.519,3.034557823
38.16,5,1953.87,2782,2363.77,2343.07,0.1,0.19,3.057,1.035,1.583,69.566,0.064,0.153,0.042,2.881,0.351,14.705,4.622,98.351,3.181276596
38.18,5,1956.34,2787.78,2372.83,2351.01,0.11,0.158,2.697,1.161,1.539,70.353,0.054,0.254,0.069,2.834,0.512,14.366,4.603,98.707,3.12111293
38.2,5,1958.92,2794.91,2382.63,2358.94,0.1,0.137,2.8,1.095,1.419,70.649,0.059,0.073,0.066,2.781,0.499,14.124,4.73,98.527,2.986221516
38.22,5,1961.51,2802.58,2392.12,2366.88,0.09,0.143,2.578,1.069,1.609,71.297,0.127,0.057,0.115,2.588,0.373,13.713,4.43,98.191,3.095212624
38.24,5,1963.96,2810.24,2401.52,2374.81,0.09,0.096,2.651,0.991,1.524,71.218,0.118,0.091,0.029,2.471,0.395,13.938,4.69,98.304,2.971599402
38.26,5,1965.63,2817.9,2411.39,2382.74,0.1,0.122,2.449,1.092,1.558,71.918,0.157,0.164,0.145,2.462,0.404,13.428,4.319,98.319,3.109245868
38.28,5,1967.31,2825.57,2421.29,2390.68,0.09,0.112,2.389,0.974,1.847,71.164,0.126,0.157,0.127,2.625,0.46,13.469,4.544,98.087,2.964017991
38.3,5,1970.11,2833.23,2429.77,2398.61,0.08,0.136,2.339,0.934,1.958,70.892,0.091,0.148,0,2.762,0.3,14.354,4.513,98.507,3.180624836
38.32,5,1973.45,2839.8,2438.97,2406.54,0.09,0.128,2.25,1.138,1.913,70.361,0.066,0.183,0.059,2.55,0.463,14.812,4.52,98.539,3.27715655
38.34,5,1974.86,2844.58,2448.48,2414.48,0.1,0.095,2.476,1.075,1.773,69.449,0.047,0.13,0.007,2.745,0.449,15.177,4.605,98.129,3.295733333
38.36,5,1976.65,2848.76,2457.71,2422.41,0.11,0.131,2.315,1.174,1.687,69.94,0.105,0.074,0.015,2.82,0.42,14.653,4.497,97.944,3.25812369
38.38,5,1978.81,2856.8,2466.81,2430.35,0.08,0.134,2.279,1.167,1.822,71.381,0.121,0.081,0.086,2.49,0.414,14.18,4.171,98.404,3.399723757
38.4,5,1981.17,2864.84,2475.37,2438.28,0.11,0.124,2.449,1.11,1.768,70.567,0.068,0.019,0.089,2.456,0.399,14.711,4.523,98.387,3.25213786
38.42,5,1983.53,2872.89,2484.25,2446.21,0.1,0.129,2.304,1.216,1.846,71.097,0.073,0.09,0.067,2.391,0.353,14.253,4.409,98.329,3.232527588
38.44,5,1985.89,2880.93,2493.52,2454.15,0.1,0.106,2.435,1.308,1.737,71.202,0.132,0.115,0.181,2.254,0.421,13.948,4.431,98.368,3.147872886
38.46,5,1988.25,2887.94,2502.62,2462.08,0.07,0.121,2.524,1.115,1.909,70.325,0.088,0.177,0.077,2.417,0.337,14.593,4.393,98.143,3.32212811
38.48,5,1990.62,2893.06,2511.16,2470.01,0.08,0.14,2.351,1.146,1.843,70.686,0.162,0.208,0.082,2.415,0.313,14.285,4.415,98.122,3.235294118
38.5,5,1992.98,2897.31,2520.26,2477.95,0.08,0.103,2.464,1.222,1.871,70.548,0.113,0.093,0.027,2.325,0.382,14.601,4.495,98.321,3.248
38.52,5,1994.7,2901.55,2529.77,2485.88,0.12,0.118,2.365,1.209,1.884,70.382,0.108,0.143,0.08,2.248,0.448,14.68,4.516,98.295,3.250388802
38.54,5,1996.16,2905.8,2539.04,2493.82,0.06,0.114,2.414,1.168,1.662,70.383,0.181,0.12,0.104,2.416,0.508,14.503,4.342,97.974,3.340236686
38.56,5,1999.37,2912.69,2547.41,2501.75,0.08,0.152,2.425,1.135,1.841,69.489,0.089,0.191,0.129,2.562,0.458,15.021,4.747,98.321,3.164397637
38.58,5,2002.42,2921.58,2556.55,2509.68,0.06,0.153,2.438,1.187,1.788,69.761,0.08,0.124,0.055,2.485,0.429,15.089,4.571,98.215,3.300957956
38.6,5,2004.78,2930.18,2564.92,2517.62,0.09,0.096,2.297,1.258,1.724,70.572,0.03,0.119,0.109,2.433,0.551,14.674,4.427,98.378,3.314666667
38.62,5,2006.61,2938.15,2573.74,2525.55,0.07,0.123,2.382,1.219,1.646,71.075,0.096,0.179,0.048,2.321,0.431,14.11,4.496,98.197,3.13828125
38.64,5,2007.98,2945.83,2582.6,2533.48,0.09,0.088,2.403,1.35,1.672,70.797,0.118,0.177,0.119,2.319,0.405,14.292,4.552,98.38,3.139949109
38.66,5,2009.47,2953.06,2591.96,2541.42,0.09,0.095,2.313,1.339,1.663,70.604,0.11,0.082,0.019,2.289,0.301,14.731,4.599,98.236,3.202723535
38.68,5,2011.43,2957.91,2600.96,2549.35,0.04,0.094,2.566,1.316,1.647,69.628,0.164,0.12,0.051,2.438,0.375,14.908,4.595,97.941,3.244450317
38.7,5,2013.89,2963.61,2610.19,2557.29,0.07,0.114,2.759,1.274,1.582,70.23,0.101,0.102,0,2.34,0.355,14.752,4.606,98.283,3.202638522
38.72,5,2016.55,2972.14,2619.17,2565.22,0.07,0.139,2.686,1.224,1.483,69.2,0.076,0,0.161,2.576,0.393,15.354,4.543,97.908,3.380171951
38.74,5,2019.38,2975.61,2628.16,2573.15,0.06,0.122,2.66,1.379,1.509,70.305,0.067,0.021,0,2.371,0.334,14.79,4.671,98.295,3.166313559
38.76,5,2021.43,2977.77,2636.75,2581.09,0.05,0.114,2.453,1.388,1.5,69.989,0.062,0.146,0.118,2.329,0.441,14.735,4.572,97.897,3.222857143
38.78,5,2023.41,2984.73,2645.53,2589.02,0.06,0.072,2.379,1.393,1.405,70.773,0.041,0.178,0.106,2.324,0.514,14.76,4.445,98.453,3.320604614
38.8,5,2025.55,2990.77,2654.71,2596.95,0.04,0.106,2.549,1.444,1.374,70.685,0.094,0.057,0.02,2.346,0.405,14.816,4.357,98.297,3.400384193
38.82,5,2027.96,2993.92,2663.38,2604.89,0.05,0.131,2.381,1.421,1.426,70.233,0.084,0.173,0.061,2.31,0.559,14.768,4.682,98.276,3.154513004
38.84,5,2030.46,2996.87,2672.18,2612.82,0.05,0.108,2.317,1.452,1.392,70.296,0.089,0.066,0.013,2.358,0.454,15.107,4.574,98.277,3.302959502
38.86,5,2032.96,2999.77,2680.88,2620.76,0.07,0.127,2.323,1.433,1.48,70.385,0.136,0.302,0.033,2.403,0.475,14.474,4.378,98.016,3.305725699
38.88,5,2035.46,3009.92,2689.18,2628.69,0.05,0.116,2.536,1.377,1.377,70.133,0.072,0.092,0.081,2.309,0.412,15.332,4.702,98.583,3.261046216
38.9,5,2037.96,3018.82,2698.7,2636.62,0.07,0.126,2.526,1.382,1.488,69.543,0.082,0.139,0.066,2.352,0.493,15.551,4.483,98.305,3.468774914
38.92,5,2040.46,3029.62,2707.46,2644.56,0.04,0.117,2.518,1.514,1.774,69.096,0.128,0.117,0.098,2.406,0.385,15.235,4.619,98.05,3.298146241
38.94,5,2042.63,3038.67,2717.02,2652.49,0.04,0.13,2.436,1.589,1.5,69.865,0.075,0.05,0.039,2.399,0.397,15.21,4.609,98.34,3.299819075
38.96,5,2044.12,3043.44,2725.3,2660.42,0.08,0.117,2.756,1.612,1.375,69.639,0.062,0.177,0.049,2.47,0.473,15.126,4.454,98.384,3.39642567
38.98,5,2046.79,3051.31,2733.95,2668.36,0.04,0.122,2.71,1.621,1.348,69.496,0.086,0.109,0,2.463,0.502,15.053,4.771,98.326,3.15475
39,5,2049.97,3062.15,2742.64,2676.29,0.05,0.128,2.446,1.612,1.436,69.721,0.081,0.217,0.113,2.303,0.401,15.045,4.487,98.042,3.352756729
39.02,5,2052.51,3072.65,2751.57,2684.23,0.06,0.134,2.472,1.604,1.454,69.372,0.07,0.049,0.103,2.324,0.394,15.308,4.617,97.957,3.315830517
39.04,5,2054.05,3083.2,2760.44,2692.16,0.05,0.11,2.566,1.548,1.471,68.97,0.137,0.17,0.059,2.439,0.305,15.151,4.908,97.888,3.087223587
39.06,5,2055.46,3093.69,2769.1,2700.09,0.06,0.156,2.448,1.614,1.536,69.725,0.098,0.148,0,2.486,0.426,14.37,4.665,97.733,3.080368569
39.08,5,2056.68,3103.84,2778.05,2708.03,0.04,0.123,2.594,1.618,1.393,69.329,0.159,0,0.15,2.594,0.571,15.071,4.704,98.348,3.203618756
39.1,5,2058.26,3112.21,2787.38,2715.96,0.06,0.101,2.546,1.623,1.494,69.674,0.161,0.117,0.16,2.362,0.431,14.72,4.351,97.797,3.383065614
39.12,5,2059.64,3122.76,2796.03,2723.9,0.09,0.096,2.547,1.666,1.493,70.495,0.117,0.161,0.048,2.334,0.521,14.759,4.364,98.69,3.382264666
39.14,5,2060.8,3131.43,2804.21,2731.83,0.09,0.086,2.584,1.656,1.49,70.239,0.116,0.093,0.135,2.501,0.534,14.525,4.318,98.368,3.363710114
39.16,5,2062.35,3139.33,2812.71,2739.76,0.07,0.142,2.522,1.644,1.348,70.514,0.082,0.127,0,2.439,0.53,14.68,4.42,98.513,3.321246307
39.18,5,2064.08,3147.52,2821.26,2747.7,0.06,0.111,2.618,1.715,1.216,71.241,0.109,0.204,0.101,2.149,0.582,13.992,4.24,98.338,3.300027152
39.2,5,2066.88,3158.97,2830.07,2755.63,0.06,0.109,2.691,1.975,1.261,71.12,0.115,0.314,0.046,2.259,0.463,13.595,4.144,98.157,3.280531709
39.22,5,2070.14,3167.97,2839.22,2763.56,0.07,0.13,2.747,2.027,1.267,72.079,0.114,0.053,0.071,1.976,0.595,13.362,4.15,98.64,3.219746975
39.24,5,2073.4,3177.98,2848.1,2771.5,0.08,0.104,2.777,2.13,1.214,71.713,0.056,0.077,0.108,2.178,0.561,13.29,4.278,98.562,3.106734096
39.26,5,2075.76,3185.97,2856.97,2779.43,0.06,0.107,2.701,2.074,1.157,71.934,0.111,0.235,0,2.172,0.55,13.279,4.15,98.527,3.199510071
39.28,5,2078.07,3195.33,2865.71,2787.37,0.06,0.118,2.823,1.938,1.047,72.402,0.13,0.165,0.059,2.097,0.625,12.82,4.108,98.395,3.120666121
39.3,5,2080.39,3206.35,2874.95,2795.3,0.07,0.121,2.534,2.044,0.983,73.235,0.138,0.031,0,2.025,0.595,12.526,4.019,98.322,3.11692892
39.32,5,2082.71,3213.22,2883.68,2803.23,0.05,0.095,2.593,2.236,0.972,73.777,0.076,0.086,0,1.9,0.534,11.947,4.12,98.388,2.899580493
39.34,5,2085.02,3223.86,2891.6,2811.17,0.06,0.099,2.549,2.284,0.984,73.037,0.126,0.137,0.04,1.975,0.701,12.289,4.068,98.347,3.02112104
39.36,5,2087.34,3235.37,2900.81,2819.1,0.08,0.112,2.446,2.203,0.94,73.31,0.128,0.134,0.043,1.949,0.528,12.547,4.031,98.451,3.113093604
39.38,5,2089.69,3245.93,2909.42,2827.03,0.08,0.12,2.635,2.29,0.958,73.716,0.084,0.165,0.022,1.936,0.484,11.816,4.004,98.315,2.951084082
39.4,5,2092.16,3253.13,2918.44,2834.97,0.06,0.121,2.593,2.224,1.037,73.595,0.098,0.147,0.138,1.881,0.611,11.958,4.089,98.553,2.924203494
39.42,5,2094.62,3263.51,2927.31,2842.9,0.07,0.138,2.516,2.085,1.04,73.402,0.078,0.106,0.079,2.622,0.458,12.074,3.912,98.586,3.086183679
39.44,5,2097.09,3273.44,2936.29,2850.84,0.09,0.11,2.342,2.155,1.043,74.296,0.133,0.138,0.067,2.088,0.474,11.759,3.77,98.469,3.11930406
39.46,5,2099.56,3284.31,2945.26,2858.77,0.08,0.1,2.611,2.155,0.984,73.096,0.107,0.057,0.249,1.914,0.538,12.326,4.005,98.221,3.077756179
39.48,5,2102.02,3295.59,2954.05,2866.7,0.09,0.082,2.58,2.013,1.114,72.51,0.104,0.083,0.066,1.911,0.508,13.106,4.318,98.486,3.035348084
39.5,5,2104.49,3304.07,2963.24,2874.64,0.08,0.089,2.38,1.838,1.212,72.869,0.08,0.122,0.018,2.078,0.605,12.695,4.241,98.304,2.993615323
39.52,5,2106.96,3315.07,2972.22,2882.57,0.06,0.093,2.282,2.044,1.275,73.385,0.127,0.13,0.04,1.842,0.454,12.227,3.93,97.891,3.111049876
39.54,5,2109.42,3326.38,2981.32,2890.5,0.06,0.109,2.47,1.814,1.58,72.238,0.122,0.166,0,2.289,0.492,12.997,4.016,98.348,3.2362653
39.56,5,2111.89,3336.84,2990.19,2898.44,0.1,0.117,2.458,1.778,1.572,71.739,0.085,0.113,0.039,2.417,0.479,13.424,4.173,98.494,3.216814159
39.58,5,2114.36,3347.48,2999.09,2906.37,0.07,0.104,2.319,1.719,1.695,72.524,0.105,0.022,0.118,1.984,0.487,13.168,4.258,98.572,3.092842324
39.6,5,2116.99,3358.25,3008,2914.31,0.08,0.109,2.266,1.633,2.018,72.295,0.053,0.157,0.116,2.127,0.418,13.136,4.031,98.442,3.258495822
39.62,5,2119.67,3368.82,3016.84,2922.24,0.04,0.066,2.12,1.556,2.218,72.209,0.069,0.079,0.098,1.941,0.489,13.443,4.134,98.466,3.251587959
39.64,5,2122.35,3378.93,3026.11,2930.17,0.06,0.129,2.132,1.336,2.049,72.485,0.092,0.058,0.033,1.991,0.434,13.299,4.141,98.241,3.211302211
39.66,5,2124.69,3390.63,3035.21,2938.11,0.06,0.113,2.122,1.393,2.169,72.718,0.082,0.11,0.055,1.999,0.387,12.986,4.277,98.471,3.036627141
39.68,5,2126.43,3401.43,3043.87,2946.04,0.08,0.141,2.209,1.3,2.105,73.01,0.101,0,0.026,1.973,0.367,12.932,4.159,98.405,3.10984648
39.7,5,2128.77,3413.24,3052.62,2953.97,0.06,0.116,2.134,1.227,2.1,72.869,0.069,0.119,0.099,2.059,0.449,12.678,4.077,98.055,3.109797741
39.72,5,2131.3,3422.03,3061.37,2961.91,0.07,0.122,2.08,1.241,2.206,72.851,0.052,0.102,0.05,1.982,0.469,12.972,4.086,98.282,3.174653887
39.74,5,2134.09,3431.68,3069.65,2969.84,0.06,0.098,2.306,1.286,2.284,72.635,0.053,0.04,0.131,2.169,0.358,12.813,4.002,98.234,3.201612903
39.76,5,2136.56,3442.14,3078.45,2977.78,0.07,0.114,2.267,1.174,1.873,72.399,0.081,0.033,0.094,2.354,0.4,12.92,4.258,98.032,3.034465534
39.78,5,2139.03,3453.77,3086.97,2985.71,0.06,0.111,2.137,1.307,1.879,73.372,0.036,0.031,0.051,2.171,0.417,12.839,4.038,98.45,3.179252889
39.8,5,2141.61,3465.4,3095.83,2993.64,0.09,0.083,2.163,1.293,1.867,74.144,0.093,0,0.096,1.751,0.321,12.681,3.883,98.461,3.265871916
39.82,5,2144.34,3476.82,3104.39,3001.58,0.06,0.098,2.177,1.278,1.859,73.292,0.09,0.12,0.135,1.897,0.421,12.802,4.002,98.226,3.198836887
39.84,5,2147.07,3487.89,3113.05,3009.51,0.08,0.067,2.313,1.238,1.972,73.094,0.022,0.102,0.014,2.011,0.423,13.063,4.153,98.555,3.145509146
39.86,5,2149.8,3499.5,3121.84,3017.44,0.09,0.109,2.147,1.241,2.02,72.723,0.092,0.08,0.011,2.037,0.449,13.599,4.056,98.652,3.352511928
39.88,5,2152.53,3511.1,3130.45,3025.38,0.09,0.14,2.035,1.143,1.963,72.412,0.095,0.09,0.154,1.989,0.444,13.625,4.178,98.361,3.261275687
39.9,5,2155.25,3521.18,3139.05,3033.31,0.08,0.106,2.107,1.223,2.253,72.241,0.109,0.09,0.039,2.112,0.439,13.446,4.231,98.479,3.177823727
39.92,5,2165.34,3521.38,3141.71,3036.88,0.08,0.111,2.189,1.217,2.268,72.705,0.089,0,0.048,1.979,0.279,13.351,4.116,98.435,3.243464484
39.94,5,2172.87,3521.85,3144.51,3040.44,0.09,0.098,2.241,1.241,2.187,72.248,0.087,0.149,0.062,2.073,0.478,13.487,4.108,98.546,3.283413849
39.96,5,2180.69,3522.22,3146.78,3044.01,0.07,0.129,2.288,1.21,2.094,71.957,0.079,0.095,0.045,1.863,0.474,13.766,4.217,98.287,3.264614589
39.98,5,2189.94,3522.64,3148.78,3047.57,0.07,0.134,2.142,1.231,2.054,71.932,0.13,0.132,0.008,1.92,0.541,13.692,4.412,98.396,3.103039288
40,5,2197.49,3523.26,3151.5,3051.14,0.07,0.102,2.291,1.14,2.079,71.764,0.084,0.104,0.08,2.233,0.267,13.587,4.318,98.123,3.146409541
40.02,5,2206.32,3523.84,3154.82,3054.71,0.09,0.107,2.286,1.246,2.113,70.949,0.059,0.171,0.14,2.283,0.389,13.957,4.173,97.96,3.344944112
40.04,5,2215.15,3524.19,3157.46,3058.27,0.08,0.134,2.283,1.156,2.151,70.982,0,0.115,0,2.069,0.478,14.438,4.465,98.351,3.233198585
40.06,5,2225.45,3524.53,3159.92,3061.84,0.09,0.115,2.177,1.227,2.118,71.765,0.07,0.095,0,2.037,0.493,13.848,4.274,98.311,3.23992674
40.08,5,2235.92,3524.98,3163.34,3065.4,0.07,0.111,2.15,1.235,2.266,71.541,0.134,0.05,0.052,1.938,0.475,13.738,4.259,98.017,3.225279003
40.1,5,2246.39,3525.64,3166.28,3068.97,0.08,0.097,2.048,1.214,2.36,72.323,0.098,0.158,0,1.951,0.397,13.535,4.159,98.422,3.25464876
40.12,5,2254.41,3526.7,3168.76,3072.53,0.1,0.09,2.128,1.248,2.528,72.518,0.069,0.09,0.108,1.998,0.476,13.07,3.872,98.297,3.375407166
40.14,5,2262.49,3527.67,3171.03,3076.1,0.11,0.136,2.146,1.267,2.311,71.41,0.04,0.205,0.006,1.946,0.476,13.795,4.172,98.023,3.306179775
40.16,5,2272.66,3528.46,3173.25,3079.67,0.09,0.116,2.087,1.105,2.281,71.49,0.135,0.11,0.131,2.06,0.41,13.94,4.393,98.35,3.173406103
40.18,5,2283.79,3528.96,3175.8,3083.23,0.1,0.089,2.221,1.127,2.249,71.235,0.104,0.127,0,2.015,0.476,14.245,4.434,98.418,3.212594458
40.2,5,2293.67,3529.41,3178.66,3086.8,0.08,0.099,2.123,1.252,2.289,71.225,0.11,0.055,0.067,2.11,0.348,14.158,4.266,98.185,3.31833728
40.22,5,2301.7,3529.79,3181.08,3090.36,0.06,0.124,2.17,1.317,2.406,69.59,0.109,0.163,0.115,2.206,0.497,14.436,4.53,97.724,3.186529795
40.24,5,2309.73,3530.49,3183.73,3093.93,0.07,0.127,2.218,1.417,2.386,69.647,0.138,0.181,0.072,2.195,0.446,14.943,4.276,98.12,3.494914347
40.26,5,2318.32,3531.16,3186.44,3097.49,0.08,0.12,2.231,1.281,2.329,70.442,0.097,0.149,0.09,2.144,0.585,14.643,4.524,98.711,3.236594663
40.28,5,2329.25,3531.84,3188.62,3101.06,0.08,0.112,2.049,1.534,2.148,70.41,0.034,0.07,0.062,2.074,0.426,14.584,4.454,98.037,3.274603574
40.3,5,2338.95,3532.52,3190.74,3104.63,0.08,0.098,2.089,1.474,2.144,70.643,0.149,0.176,0,2.156,0.506,14.386,4.279,98.181,3.362122789
40.32,5,2347.06,3533.2,3193.21,3108.19,0.09,0.081,2.283,1.473,2.095,70.711,0.065,0.229,0.039,2.076,0.469,14.335,4.207,98.154,3.407407407
40.34,5,2355.6,3533.67,3195.67,3111.76,0.08,0.127,2.327,1.414,2.347,70.07,0.153,0.051,0.048,2.139,0.517,14.522,4.274,98.07,3.398115747
40.36,5,2363.13,3534.42,3198.61,3115.32,0.1,0.071,2.25,1.312,2.557,69.78,0.159,0.099,0.062,2.307,0.496,14.834,4.4,98.428,3.371185991
40.38,5,2369.39,3535.09,3201.5,3118.89,0.1,0.129,2.291,1.301,2.759,69.007,0.104,0.089,0.087,2.12,0.592,14.864,4.675,98.122,3.179713063
40.4,5,2378.2,3535.4,3204.63,3122.45,0.1,0.141,2.269,1.235,2.577,69.108,0.143,0.139,0.163,2.256,0.455,15.046,4.581,98.213,3.284073507
